id_contrato,parcela,fundo,data_referencia,valor_presente_fundo,parcela_z,key,fundo_code
CTR000534,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000534|001|FIDC3,FIDC3
CTR000535,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000535|001|FIDC3,FIDC3
CTR000537,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000537|001|FIDC3,FIDC3
CTR000545,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,36.63,001,CTR000545|001|FIDC3,FIDC3
CTR000546,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,56.4,001,CTR000546|001|FIDC3,FIDC3
CTR000559,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,86.9,001,CTR000559|001|FIDC4,FIDC4
CTR000562,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,333.9,001,CTR000562|001|FIDC4,FIDC4
CTR000563,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,132.9,001,CTR000563|001|FIDC4,FIDC4
CTR000568,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,21.73,001,CTR000568|001|FIDC4,FIDC4
CTR000572,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,112.9,001,CTR000572|001|FIDC4,FIDC4
CTR000573,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,56.4,001,CTR000573|001|FIDC4,FIDC4
CTR000576,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,306.9,001,CTR000576|001|FIDC4,FIDC4
CTR000580,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,46.9,001,CTR000580|001|FIDC3,FIDC3
CTR000581,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,93.51,001,CTR000581|001|FIDC4,FIDC4
CTR000586,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000586|001|FIDC4,FIDC4
CTR000594,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,132.9,001,CTR000594|001|FIDC4,FIDC4
CTR000599,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,449.9,001,CTR000599|001|FIDC4,FIDC4
CTR000600,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,333.9,001,CTR000600|001|FIDC4,FIDC4
CTR000606,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,1321.9,001,CTR000606|001|FIDC4,FIDC4
CTR000609,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000609|001|FIDC3,FIDC3
CTR000612,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,120.85,001,CTR000612|001|FIDC3,FIDC3
CTR000626,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,199.9,001,CTR000626|001|FIDC4,FIDC4
CTR000639,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,132.9,001,CTR000639|001|FIDC4,FIDC4
CTR000643,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,46.6,001,CTR000643|001|FIDC3,FIDC3
CTR000649,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000649|001|FIDC3,FIDC3
CTR000658,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,132.9,001,CTR000658|001|FIDC4,FIDC4
CTR000666,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,56.86,001,CTR000666|001|FIDC3,FIDC3
CTR000668,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,374.9,001,CTR000668|001|FIDC4,FIDC4
CTR000669,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000669|001|FIDC3,FIDC3
CTR000677,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000677|001|FIDC3,FIDC3
CTR000678,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,112.9,001,CTR000678|001|FIDC4,FIDC4
CTR000691,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,311.9,001,CTR000691|001|FIDC4,FIDC4
CTR000694,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,293.9,001,CTR000694|001|FIDC4,FIDC4
CTR000699,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000699|001|FIDC3,FIDC3
CTR000701,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,54.28,001,CTR000701|001|FIDC3,FIDC3
CTR000707,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000707|001|FIDC3,FIDC3
CTR000717,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,158.13,001,CTR000717|001|FIDC3,FIDC3
CTR000720,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,374.9,001,CTR000720|001|FIDC4,FIDC4
CTR000723,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,72.26,001,CTR000723|001|FIDC4,FIDC4
CTR000732,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000732|001|FIDC3,FIDC3
CTR000736,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000736|001|FIDC4,FIDC4
CTR000738,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,374.9,001,CTR000738|001|FIDC4,FIDC4
CTR000742,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,64.9,001,CTR000742|001|FIDC3,FIDC3
CTR000746,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,39.29,001,CTR000746|001|FIDC3,FIDC3
CTR000747,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000747|001|FIDC3,FIDC3
CTR000751,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000751|001|FIDC3,FIDC3
CTR000752,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,86.9,001,CTR000752|001|FIDC4,FIDC4
CTR000753,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000753|001|FIDC3,FIDC3
CTR000754,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,374.9,001,CTR000754|001|FIDC4,FIDC4
CTR000755,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,56.86,001,CTR000755|001|FIDC4,FIDC4
CTR000756,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,120.63,001,CTR000756|001|FIDC4,FIDC4
CTR000762,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000762|001|FIDC3,FIDC3
CTR000764,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000764|001|FIDC4,FIDC4
CTR000766,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,152.9,001,CTR000766|001|FIDC4,FIDC4
CTR000767,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000767|001|FIDC3,FIDC3
CTR000775,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,42.82,001,CTR000775|001|FIDC3,FIDC3
CTR000788,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,186.9,001,CTR000788|001|FIDC3,FIDC3
CTR000791,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,184.9,001,CTR000791|001|FIDC3,FIDC3
CTR000798,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,342.36,001,CTR000798|001|FIDC4,FIDC4
CTR000803,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000803|001|FIDC3,FIDC3
CTR000804,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,15.44,001,CTR000804|001|FIDC4,FIDC4
CTR000805,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000805|001|FIDC3,FIDC3
CTR000809,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000809|001|FIDC3,FIDC3
CTR000827,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,136.9,001,CTR000827|001|FIDC3,FIDC3
CTR000828,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000828|001|FIDC3,FIDC3
CTR000829,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,326.9,001,CTR000829|001|FIDC4,FIDC4
CTR000831,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,132.9,001,CTR000831|001|FIDC4,FIDC4
CTR000844,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,66.9,001,CTR000844|001|FIDC3,FIDC3
CTR000848,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,122.87,001,CTR000848|001|FIDC4,FIDC4
CTR000868,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,46.9,001,CTR000868|001|FIDC3,FIDC3
CTR000878,001,FACIO 3 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,186.9,001,CTR000878|001|FIDC3,FIDC3
CTR000884,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,286.15,001,CTR000884|001|FIDC4,FIDC4
CTR000888,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,147.9,001,CTR000888|001|FIDC4,FIDC4
CTR000892,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,123.9,001,CTR000892|001|FIDC4,FIDC4
CTR000896,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,266.9,001,CTR000896|001|FIDC4,FIDC4
CTR000906,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,35.8,001,CTR000906|001|FIDC4,FIDC4
CTR000909,001,FACIO 4 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FINANCEIROS DE RESPONSABILIDADE LIMITADA,2026-06-30,16.9,001,CTR000909|001|FIDC4,FIDC4
